128
4
8
15
60
104
8,15
7,15
6,16
5,16
8,16
7,16
6,17
5,17
9,17
8,17
7,18
6,18
9,18
8,18
7,19
6,19
10,19
9,19
8,20
7,20
11,20
10,20
9,21
8,21
11,21
10,21
9,22
8,22
12,22
11,22
10,23
9,23
13,23
12,23
11,24
10,24
13,24
12,24
11,25
10,25
14,25
13,25
12,26
11,26
15,26
14,26
13,27
12,27
15,27
14,27
13,28
12,28
16,28
15,28
14,29
13,29
16,29
15,29
14,30
13,30
17,30
16,30
15,31
14,31
18,31
17,31
16,32
15,32
18,32
17,32
16,33
15,33
19,33
18,33
17,34
16,34
20,34
19,34
18,35
17,35
20,35
19,35
18,36
17,36
21,36
20,36
19,37
18,37
22,37
21,37
20,38
19,38
22,38
21,38
20,39
19,39
23,39
22,39
21,40
20,40
24,40
23,40
22,41
21,41
24,41
23,41
22,42
21,42
25,42
24,42
23,43
22,43
25,43
24,43
23,44
22,44
26,44
25,44
24,45
23,45
27,45
26,45
25,46
24,46
27,46
26,46
25,47
24,47
28,47
27,47
26,48
25,48
29,48
28,48
27,49
26,49
29,49
28,49
27,50
26,50
30,50
29,50
28,51
27,51
31,51
30,51
29,52
28,52
31,52
30,52
29,53
28,53
32,53
31,53
30,54
29,54
33,54
32,54
31,55
30,55
33,55
32,55
31,56
30,56
34,56
33,56
32,57
31,57
34,57
33,57
32,58
31,58
35,58
34,58
33,59
32,59
36,59
35,59
34,60
33,60
36,60
35,60
34,61
33,61
37,61
36,61
35,62
34,62
38,62
37,62
36,63
35,63
38,63
37,63
36,64
35,64
39,64
38,64
37,65
36,65
40,65
39,65
38,66
37,66
40,66
39,66
38,67
37,67
41,67
40,67
39,68
38,68
41,68
40,68
39,69
38,69
42,69
41,69
40,70
39,70
43,70
42,70
41,71
40,71
43,71
42,71
41,72
40,72
44,72
43,72
42,73
41,73
45,73
44,73
43,74
42,74
45,74
44,74
43,75
42,75
46,75
45,75
44,76
43,76
47,76
46,76
45,77
44,77
47,77
46,77
45,78
44,78
48,78
47,78
46,79
45,79
49,79
48,79
47,80
46,80
49,80
48,80
47,81
46,81
50,81
49,81
48,82
47,82
50,82
49,82
48,83
47,83
51,83
50,83
49,84
48,84
52,84
51,84
50,85
49,85
52,85
51,85
50,86
49,86
53,86
52,86
51,87
50,87
54,87
53,87
52,88
51,88
54,88
53,88
52,89
51,89
55,89
54,89
53,90
52,90
56,90
55,90
54,91
53,91
56,91
55,91
54,92
53,92
57,92
56,92
55,93
54,93
58,93
57,93
56,94
55,94
58,94
57,94
56,95
55,95
59,95
58,95
57,96
56,96
59,96
58,96
57,97
56,97
60,97
59,97
58,98
57,98
61,98
60,98
59,99
58,99
61,99
60,99
59,100
58,100
62,100
61,100
60,101
59,101
63,101
62,101
61,102
60,102
63,102
62,102
61,103
60,103
64,103
63,103
62,104
61,104
